Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
37,1,1231,2,21,2,3,3,0,3,1,8,4,1,2973,5,0,15,3,2,10.0,3,5,4.0,0.0,0.0,0
53,2,102,1,23,4,1,4,0,3,4,5,4,2,14275,6,0,18,3,3,28.5,3,12,9.0,3.0,8.0,0
43,1,422,1,1,3,1,4,0,3,2,0,4,1,5562,4,0,13,3,2,12.0,2,5,2.0,2.0,2.0,0
47,2,249,2,2,2,2,3,0,3,2,7,4,1,4537,0,1,22,4,1,8.0,3,7,6.0,7.0,7.0,0
37,0,1252,2,19,2,3,1,1,3,3,7,2,2,7642,1,1,13,3,4,10.0,3,10,0.0,0.0,9.0,0
50,0,881,1,2,4,1,1,1,3,4,3,1,0,16581,1,0,11,3,4,28.5,3,18,6.0,7.5,7.0,0
39,2,1383,0,2,3,1,4,0,2,2,1,4,1,5204,8,0,11,3,3,13.0,3,5,4.0,0.0,4.0,0
33,2,1075,0,3,2,0,4,1,3,1,1,2,0,2277,3,1,11,3,3,7.0,4,4,3.0,0.0,3.0,0
32,2,374,1,25,4,1,1,1,3,1,2,4,2,2795,1,1,24,4,3,1.0,1,1,0.0,0.0,1.0,1
29,2,1086,1,7,1,3,1,0,2,1,2,4,0,2532,6,0,14,3,3,8.0,3,4,3.0,0.0,3.0,0
44,2,661,1,9,2,1,2,1,3,1,6,1,1,2559,1,1,13,3,4,8.0,3,8,7.0,7.0,1.0,0
28,2,821,2,5,4,3,1,1,3,2,7,4,2,4908,1,0,14,3,2,4.0,3,4,2.0,0.0,2.0,0
58,1,781,1,2,1,1,4,1,2,1,2,4,0,2380,9,1,14,3,4,3.0,2,1,0.0,0.0,0.0,1
43,2,177,1,8,3,1,1,0,3,2,4,2,0,4765,4,0,21,4,3,4.0,4,1,0.0,0.0,0.0,0
20,2,500,2,2,3,3,3,0,2,1,8,3,2,2044,1,0,13,3,4,2.0,2,2,2.0,0.0,2.0,1
21,2,1427,1,18,1,4,4,0,3,1,6,4,2,2693,1,0,19,3,1,1.0,2,1,0.0,0.0,0.0,1
36,2,1425,1,14,1,1,3,1,3,2,0,4,1,6586,0,1,17,3,1,17.0,2,16,8.0,4.0,11.0,0
47,2,1454,2,2,4,1,4,0,2,1,8,4,2,3294,1,1,18,3,1,3.0,2,3,2.0,1.0,2.0,0
22,2,617,1,3,1,1,2,0,3,2,4,3,1,4171,0,1,19,3,1,4.0,4,3,2.0,0.0,2.0,1
41,2,1085,1,2,4,1,2,0,1,1,2,4,0,2778,4,1,13,3,3,10.0,2,7,7.0,1.0,0.0,1
28,2,995,1,9,3,3,3,0,3,1,6,3,0,2377,5,0,18,3,2,6.0,3,2,2.0,2.0,2.0,0
39,2,1122,1,6,3,3,4,1,3,1,2,1,1,2404,7,1,21,4,4,8.0,1,2,2.0,2.0,2.0,1
27,2,618,1,4,3,1,2,0,3,1,6,3,2,2318,1,0,19,3,3,1.0,3,1,1.0,0.0,0.0,0
34,2,546,1,10,3,1,2,1,3,1,2,2,0,2008,1,0,14,3,2,1.0,3,1,0.0,1.0,0.0,0
42,2,462,2,14,2,3,3,0,2,2,7,3,2,6244,7,0,17,3,1,10.0,3,5,4.0,0.0,3.0,0
33,2,1198,1,1,4,4,3,1,2,1,6,1,2,2799,3,1,11,3,2,6.0,3,3,2.0,0.0,2.0,0
58,2,1272,1,5,3,5,3,0,2,3,0,2,0,10552,2,1,13,3,4,24.0,3,6,0.0,0.0,4.0,0
31,2,154,2,7,4,1,2,1,2,1,8,3,1,2329,3,0,15,3,2,13.0,4,7,7.0,5.0,2.0,0
35,2,1137,1,21,1,1,4,0,3,2,0,4,1,4014,1,1,25,4,4,10.0,1,10,6.0,0.0,7.0,0
49,2,527,1,8,2,4,1,0,3,3,2,2,1,7403,4,0,11,3,3,28.5,2,18,9.0,1.0,7.0,0
48,2,1469,1,20,4,3,4,1,3,1,6,3,1,2259,4,0,17,3,1,13.0,2,0,0.0,0.0,0.0,0
31,0,1188,2,20,2,2,4,0,3,2,7,3,1,6932,1,0,13,3,4,9.0,2,9,8.0,0.0,0.0,0
36,2,188,1,7,4,4,2,1,3,1,6,4,2,4678,2,0,18,3,3,8.0,3,6,2.0,0.0,1.0,0
38,2,1333,1,1,3,5,4,0,3,3,5,1,1,13582,1,0,13,3,2,15.0,3,15,12.0,5.0,11.0,0
32,0,1184,1,1,3,1,3,0,2,1,2,2,1,2332,6,0,20,4,3,5.0,3,3,0.0,0.0,2.0,0
25,2,867,2,19,2,2,3,1,2,1,8,2,1,2413,1,1,18,3,3,1.0,3,1,0.0,0.0,0.0,1
40,2,658,2,10,4,2,1,1,2,3,7,2,0,9705,2,0,12,3,2,11.0,2,1,0.0,0.0,0.0,0
26,1,1283,2,1,3,3,3,1,2,2,7,1,2,4294,1,0,12,3,2,7.0,3,7,7.0,0.0,7.0,0
41,2,263,1,6,3,3,4,1,3,1,2,1,2,4721,2,1,13,3,3,20.0,3,18,13.0,2.0,14.5,0
36,2,938,1,2,4,3,3,1,3,1,2,3,2,2519,4,0,21,4,3,16.0,3,11,8.0,3.0,9.0,0
19,2,419,2,21,3,4,4,1,2,1,8,2,2,2121,1,1,13,3,2,1.0,4,1,0.0,0.0,0.0,1
20,2,129,1,4,3,5,1,1,3,1,2,1,2,2973,1,0,19,3,2,1.0,3,1,0.0,0.0,0.0,1
31,2,616,1,12,3,3,4,0,3,2,0,4,1,5855,0,1,11,3,3,10.0,1,9,7.0,7.5,5.0,0
40,1,1469,1,9,4,3,4,1,3,1,6,2,0,3617,8,1,14,3,4,3.0,3,1,1.0,0.0,0.0,0
32,2,498,1,3,4,3,3,0,3,2,4,1,1,6725,1,0,12,3,3,8.0,4,8,7.0,6.0,3.0,0
36,2,530,2,3,1,1,3,1,2,3,7,4,1,10325,1,1,11,3,1,16.0,3,16,7.0,3.0,7.0,1
33,2,1069,1,1,3,1,2,0,2,2,0,4,2,6949,0,0,14,3,1,6.0,3,5,0.0,1.0,4.0,0
37,2,625,2,1,4,1,1,1,2,3,7,3,1,10609,5,0,11,3,3,17.0,1,14,1.0,7.5,7.0,1
45,0,805,1,4,2,1,3,1,3,2,2,2,1,4447,1,0,12,3,2,9.0,2,9,7.0,0.0,8.0,0
29,1,1404,2,20,3,5,3,0,3,1,8,4,1,2157,1,0,15,3,2,3.0,3,3,1.0,0.0,2.0,0
35,2,1219,2,18,3,3,3,0,3,2,7,3,1,4601,1,0,16,3,2,5.0,3,5,2.0,1.0,0.0,0
52,2,1053,1,1,2,1,4,1,3,4,3,4,1,16581,2,0,15,3,2,26.0,2,9,8.0,7.0,8.0,0
58,2,289,1,2,3,5,4,1,3,1,6,3,2,2479,4,0,24,4,1,7.0,3,1,0.0,0.0,0.0,1
53,2,1376,2,2,2,3,3,1,3,4,3,3,0,14852,6,0,13,3,3,22.0,4,17,13.0,7.5,2.0,0
30,2,231,2,8,2,4,3,1,3,3,7,3,0,7264,5,0,11,3,1,10.0,4,8,4.0,7.0,7.0,0
38,0,152,2,10,3,5,3,0,3,2,7,4,2,5666,1,1,13,3,2,6.0,3,5,3.0,1.0,3.0,0
35,2,882,2,3,4,1,4,1,3,3,7,4,0,7823,6,0,13,3,2,12.0,3,10,9.0,0.0,8.0,0
39,2,903,2,2,5,1,1,1,4,3,7,3,2,7880,0,0,18,3,4,9.0,3,8,7.0,0.0,7.0,0
40,0,1479,2,24,3,1,2,0,4,4,7,2,2,13194,4,1,16,3,4,22.0,2,1,0.0,0.0,0.0,1
47,1,1379,1,16,4,3,3,1,4,2,4,3,0,5067,1,1,19,3,3,20.0,4,18,10.0,2.0,7.0,0
36,0,1229,2,8,4,5,1,1,3,2,7,4,0,5079,4,0,13,3,4,12.0,3,7,7.0,0.0,7.0,0
31,0,335,1,9,2,3,3,1,2,1,6,1,2,2321,0,1,22,4,1,4.0,3,3,2.0,1.0,2.0,1
33,0,722,2,17,3,1,4,1,3,4,3,3,2,16581,1,0,11,3,4,10.0,3,10,8.0,6.0,0.0,0
29,2,906,1,10,3,1,4,0,2,1,6,1,2,2404,6,1,20,4,3,3.0,3,0,0.0,0.0,0.0,1
33,2,461,1,13,1,1,2,0,3,1,6,4,2,3452,3,0,18,3,1,5.0,3,3,2.0,0.0,2.0,0
45,2,974,1,1,4,3,4,0,3,1,2,4,0,2270,3,0,14,3,4,8.0,3,5,3.0,0.0,2.0,0
50,2,1126,1,1,2,3,4,1,3,4,5,4,0,16581,9,0,22,4,3,28.5,2,5,4.0,1.0,3.0,0
33,1,827,1,1,4,4,3,0,4,2,0,2,1,5488,1,1,13,3,1,6.0,3,6,5.0,1.0,2.0,0
41,1,840,1,9,3,3,1,1,3,5,5,3,0,16581,2,0,17,3,2,21.0,4,18,14.5,0.0,11.0,0
27,2,1134,1,16,4,5,3,0,3,1,2,2,1,2811,9,0,14,3,2,4.0,3,2,2.0,2.0,2.0,0
45,0,248,1,23,2,1,4,1,3,2,2,1,1,3633,1,1,15,3,3,9.0,3,9,8.0,0.0,8.0,0
47,2,955,2,4,2,1,4,0,3,2,7,4,2,4163,1,1,17,3,3,9.0,3,9,0.0,0.0,7.0,0
30,2,138,1,22,3,1,1,0,3,1,6,3,1,2132,4,1,11,3,2,7.0,3,5,2.0,0.0,1.0,1
50,2,939,1,24,3,1,4,1,3,4,4,3,1,13973,3,1,18,3,4,22.0,3,12,11.0,1.0,5.0,0
38,1,1391,1,10,1,3,3,1,3,1,6,3,1,2684,0,0,17,3,2,3.0,2,2,1.0,0.0,2.0,0
46,2,566,1,7,2,3,4,1,3,3,4,3,0,10845,6,0,13,3,2,13.0,3,8,7.0,0.0,7.0,0
24,2,1206,1,17,1,3,4,0,2,2,4,3,0,4377,1,0,15,3,2,5.0,3,4,2.0,3.0,2.0,0
35,2,622,1,14,4,4,3,1,2,1,2,2,0,3743,1,1,24,4,4,5.0,1,4,2.0,0.0,2.0,1
31,1,853,1,1,1,1,3,0,3,2,4,1,1,4148,1,0,12,3,3,4.0,3,4,3.0,0.0,3.0,0
18,0,287,1,5,2,1,2,1,3,1,6,4,2,1051,1,0,15,3,4,0.0,3,0,0.0,0.0,0.0,0
54,2,1441,1,17,3,5,3,0,3,3,4,3,1,10739,8,0,11,3,3,22.0,3,10,7.0,0.0,8.0,0
35,2,583,1,25,4,3,3,0,3,3,0,3,0,10388,1,1,11,3,3,16.0,2,16,10.0,7.5,1.0,0
30,2,153,1,8,2,1,2,0,4,3,5,1,1,11416,0,1,12,3,3,9.0,2,8,7.0,1.0,7.0,0
20,2,1097,1,11,3,3,4,0,2,1,6,1,2,2600,1,1,15,3,1,1.0,3,1,0.0,0.0,0.0,1
30,1,109,1,5,3,3,2,0,3,1,2,2,2,2422,0,0,17,3,1,4.0,3,3,2.0,1.0,2.0,1
26,2,1066,1,2,2,3,4,1,4,2,4,4,1,5472,1,0,12,3,2,8.0,3,8,7.0,1.0,3.0,0
22,2,217,1,8,1,1,2,1,1,1,2,1,1,2451,1,0,15,3,1,4.0,2,4,3.0,1.0,1.0,0
48,2,277,1,6,3,1,1,1,2,2,0,3,2,4240,2,0,13,3,4,19.0,3,2,2.0,2.0,2.0,0
48,2,1355,1,4,4,1,3,1,2,3,0,3,2,10999,7,0,14,3,2,27.0,3,15,11.0,4.0,8.0,0
41,2,549,1,7,2,3,4,0,3,2,4,3,2,5003,6,0,14,3,2,8.0,3,2,2.0,2.0,1.0,0
39,2,466,1,1,1,1,4,0,2,4,4,4,1,12742,1,0,16,3,3,21.0,3,18,6.0,7.5,8.0,0
27,2,1055,1,2,4,1,1,0,3,2,4,4,1,4227,0,0,18,3,2,4.0,3,3,2.0,2.0,2.0,0
35,2,802,1,10,3,4,2,1,3,1,2,4,0,3917,1,0,20,4,1,3.0,2,3,2.0,1.0,2.0,0
42,2,265,2,5,2,2,4,1,3,5,3,3,1,16581,6,0,13,3,2,21.0,4,1,0.0,0.0,0.0,0
50,2,804,1,9,3,1,1,1,3,1,2,4,1,2380,4,0,18,3,2,8.0,3,1,0.0,0.0,0.0,0
59,2,715,1,2,3,1,3,0,2,4,4,4,2,13726,3,1,13,3,1,28.5,3,5,3.0,4.0,3.0,0
37,2,1141,1,11,2,3,1,0,1,2,0,2,1,4777,5,0,15,3,1,15.0,1,1,0.0,0.0,0.0,1
55,1,135,1,18,4,3,3,1,3,2,0,2,1,6385,3,1,14,3,4,17.0,3,8,7.0,6.0,7.0,0
41,0,247,1,7,1,1,2,0,1,5,5,3,0,16581,1,0,22,4,2,21.0,3,18,14.5,5.0,10.0,0
38,2,1035,2,3,4,1,2,1,3,2,7,4,2,6861,8,1,12,3,3,19.0,3,1,0.0,0.0,0.0,0
26,0,265,2,29,2,3,2,1,1,2,7,1,2,4969,8,0,18,3,4,7.0,3,2,2.0,2.0,2.0,1
52,2,266,2,2,1,2,1,0,1,5,3,4,1,16581,1,0,15,3,4,28.5,3,18,14.0,6.0,9.0,1
44,2,1448,2,28,3,3,4,0,4,4,7,4,1,13320,3,1,18,3,3,23.0,3,12,11.0,7.5,11.0,0
50,0,145,2,1,3,1,4,0,3,2,7,3,1,6347,0,0,12,3,1,19.0,3,18,7.0,0.0,13.0,0
36,2,885,1,16,4,1,3,0,4,1,2,1,2,2743,1,0,16,3,3,18.0,3,17,13.0,7.5,14.0,1
39,1,945,1,22,3,3,4,0,3,3,4,1,2,10880,1,1,13,3,3,21.0,3,18,6.0,2.0,8.0,0
33,0,1038,2,8,1,1,2,0,2,1,8,4,2,2342,0,0,19,3,4,3.0,2,2,2.0,2.0,2.0,0
45,2,1234,2,11,2,1,4,0,3,4,3,4,1,16581,3,0,13,3,2,26.0,4,9,3.0,1.0,1.0,0
32,0,1109,1,29,4,3,4,0,3,1,2,3,2,4025,9,0,12,3,2,10.0,3,8,7.0,7.0,7.0,0
34,2,216,2,1,4,2,2,1,4,2,7,4,0,9725,0,0,11,3,4,16.0,2,15,1.0,0.0,9.0,0
59,2,1089,2,1,2,5,2,1,3,3,3,4,1,11904,3,1,14,3,3,14.0,1,6,4.0,0.0,4.0,0
45,2,788,0,24,4,3,2,1,3,1,1,2,2,2177,1,0,16,3,1,6.0,3,6,3.0,0.0,4.0,0
53,1,124,2,2,3,2,3,0,2,3,7,2,1,7525,2,0,12,3,1,28.5,3,15,7.0,6.0,12.0,0
36,2,660,1,15,3,4,1,1,3,2,2,3,0,4834,7,0,14,3,2,9.0,2,1,0.0,0.0,0.0,1
26,1,342,1,2,3,1,1,1,3,1,6,1,1,2042,6,1,14,3,2,6.0,3,3,2.0,1.0,2.0,1
34,2,1333,2,10,4,1,3,0,3,1,8,3,1,2220,1,1,19,3,4,1.0,3,1,1.0,0.0,0.0,0
28,2,1144,2,10,1,3,4,1,3,1,8,2,1,1052,1,0,22,4,2,1.0,3,1,0.0,0.0,0.0,0
38,1,1186,1,3,4,4,3,1,3,1,6,3,1,2821,3,0,16,3,1,8.0,3,2,2.0,2.0,2.0,0
50,2,1464,1,2,4,3,2,1,3,5,5,3,1,16581,2,1,11,3,4,28.5,2,8,1.0,7.0,7.0,0
37,2,124,1,3,3,4,4,0,3,2,0,2,2,4107,3,0,15,3,1,8.0,2,4,3.0,0.0,1.0,0
40,2,300,2,26,3,2,3,1,3,2,7,1,1,8396,1,0,14,3,2,8.0,2,7,7.0,7.0,5.0,0
26,1,921,1,1,1,3,1,0,2,1,6,3,0,2007,1,0,13,3,3,5.0,3,5,3.0,1.0,3.0,0
46,2,430,1,1,4,3,4,1,3,5,5,4,0,16581,9,0,17,3,4,23.0,3,2,2.0,2.0,2.0,0
54,2,1082,2,2,4,1,3,0,2,3,7,3,1,10686,6,0,11,3,2,13.0,3,9,4.0,7.0,0.0,0
56,1,1240,1,9,3,3,1,0,3,1,6,3,1,2942,2,0,19,3,2,18.0,3,5,4.0,0.0,3.0,0
36,2,796,1,12,5,3,4,0,2,3,4,4,2,8858,0,0,11,3,2,15.0,2,14,8.0,7.0,8.0,0
55,0,444,1,2,1,3,3,1,2,4,3,1,2,16581,7,0,15,3,2,28.5,4,9,7.0,6.0,2.0,0
43,2,415,2,25,3,3,3,1,2,3,7,4,0,10798,5,0,13,3,3,18.0,3,1,0.0,0.0,0.0,0
20,1,769,2,9,3,2,4,0,3,1,8,4,2,2323,1,1,14,3,2,2.0,3,2,2.0,0.0,2.0,1
21,2,1334,1,10,3,1,3,0,2,1,2,1,2,1416,1,0,13,3,1,1.0,2,1,0.0,1.0,0.0,1
46,2,1003,1,8,4,1,4,0,2,2,6,1,0,4615,8,1,23,4,1,19.0,3,16,13.0,1.0,7.0,0
51,2,1323,1,4,4,1,1,1,3,1,6,3,1,2461,9,1,12,3,3,18.0,4,10,0.0,2.0,7.0,1
28,0,1366,1,24,2,5,2,1,2,3,0,1,2,8722,1,0,12,3,1,10.0,2,10,7.0,1.0,9.0,1
26,2,192,1,1,2,3,1,1,2,1,2,1,1,3955,1,0,16,3,1,6.0,3,5,3.0,1.0,3.0,0
30,2,1176,1,20,3,4,3,1,3,2,4,1,1,9957,0,0,15,3,3,7.0,2,6,2.0,0.0,2.0,0
41,2,509,1,7,2,5,2,0,4,1,6,3,1,3376,1,0,13,3,3,10.0,3,10,6.0,0.0,8.0,0
38,2,330,1,17,1,1,3,0,2,3,0,3,1,8823,0,0,18,3,1,20.0,2,18,9.0,1.0,9.0,0
40,2,1492,1,20,4,5,1,1,3,3,0,4,1,10322,4,0,20,4,4,14.0,3,11,10.0,7.5,1.0,0
27,0,1277,1,8,5,1,1,1,1,1,2,3,1,4621,1,0,19,3,4,3.0,3,3,2.0,1.0,2.0,0
55,1,1091,1,2,1,1,4,1,3,3,4,2,1,10976,3,0,18,3,2,23.0,3,3,2.0,1.0,2.0,0
28,2,857,1,10,3,4,3,0,3,2,6,3,2,3660,3,0,13,3,4,10.0,4,8,7.0,1.0,7.0,0
44,2,1376,0,1,2,3,2,1,2,3,1,1,1,10482,9,0,14,3,4,24.0,3,18,6.0,3.0,6.0,1
33,2,654,1,5,3,1,4,1,2,3,0,4,0,7119,4,0,15,3,3,9.0,3,3,2.0,1.0,2.0,0
35,2,1204,2,4,3,5,4,1,3,3,7,1,2,9582,0,1,22,4,1,9.0,3,8,7.0,4.0,7.0,1
33,1,827,1,29,4,3,1,0,2,2,6,3,2,4508,1,0,22,4,2,14.0,3,13,7.0,3.0,8.0,1
28,2,895,1,15,2,1,1,1,3,1,2,3,0,2207,1,0,16,3,4,4.0,2,4,2.0,2.0,2.0,0
34,1,618,1,3,1,1,1,1,3,2,0,4,2,7756,0,0,17,3,3,7.0,2,6,2.0,0.0,4.0,0
37,2,309,2,10,4,1,4,0,2,2,7,4,0,6694,2,1,14,3,3,8.0,3,1,0.0,0.0,0.0,0
25,2,1219,1,4,1,5,4,1,3,1,2,4,1,3691,1,1,15,3,2,7.0,4,7,7.0,5.0,6.0,1
26,2,1330,1,21,3,3,1,1,3,1,2,3,0,2377,1,0,20,4,3,1.0,2,1,1.0,0.0,0.0,1
33,2,1017,1,25,3,3,1,1,2,1,6,2,2,2313,4,1,20,4,2,5.0,3,2,2.0,2.0,2.0,1
42,2,469,1,2,2,3,4,1,3,4,3,1,1,16581,0,0,17,3,4,23.0,3,18,6.0,7.5,7.0,0
28,1,1009,1,1,3,3,1,1,2,1,2,2,0,2596,1,0,15,3,1,1.0,3,1,0.0,0.0,0.0,1
50,1,959,2,1,4,4,4,1,3,2,7,3,2,4728,3,1,14,3,4,5.0,3,0,0.0,0.0,0.0,1
33,1,970,2,7,3,1,4,0,3,2,7,2,1,4302,0,0,17,3,3,4.0,3,3,2.0,0.0,2.0,0
34,0,697,1,3,4,1,3,1,2,1,6,4,1,2979,3,0,17,3,4,6.0,3,0,0.0,0.0,0.0,0
48,0,1262,1,1,4,3,1,1,4,4,3,4,2,16581,2,0,22,4,3,27.0,2,5,4.0,2.0,1.0,0
45,0,1050,2,9,4,1,2,0,2,2,7,3,1,5593,1,0,13,3,4,15.0,3,15,10.0,4.0,12.0,0
52,2,994,1,7,4,1,2,1,3,3,0,2,2,10445,7,0,19,3,4,18.0,3,8,6.0,4.0,0.0,0
38,2,770,2,10,4,2,3,1,2,3,7,3,0,8740,0,1,14,3,2,9.0,3,8,7.0,2.0,7.0,0
29,2,1107,1,28,4,1,3,0,3,1,6,4,0,2514,4,0,22,4,1,11.0,3,7,5.0,1.0,7.0,0
28,2,950,1,3,3,3,4,0,3,3,4,2,0,7655,0,0,17,3,2,10.0,2,9,7.0,1.0,7.0,0
46,2,406,2,3,1,2,1,1,3,4,3,3,1,16581,3,0,12,3,4,23.0,3,12,9.0,4.0,9.0,0
38,2,130,2,2,2,2,4,1,3,3,7,2,2,7351,7,0,16,3,3,10.0,3,1,0.0,0.0,0.0,0
43,1,1082,1,27,3,1,3,0,3,3,4,1,1,10820,8,0,11,3,3,18.0,3,8,7.0,0.0,1.0,0
39,1,203,1,2,3,1,1,1,3,4,0,4,0,12169,7,0,11,3,4,21.0,3,18,7.0,7.5,5.0,1
40,2,1308,1,14,3,3,3,1,2,5,5,3,2,16581,1,0,14,3,1,21.0,4,18,7.0,4.0,9.0,0
21,2,984,1,1,1,5,4,0,2,1,6,2,2,2070,1,1,11,3,3,2.0,4,2,2.0,2.0,2.0,0
39,0,439,1,9,3,1,3,1,3,2,2,2,2,6782,9,0,15,3,3,9.0,2,5,4.0,0.0,3.0,0
36,0,217,1,18,4,1,1,1,3,2,4,4,2,7779,2,0,20,4,1,18.0,3,11,9.0,0.0,9.0,0
31,1,793,2,20,3,1,3,1,4,1,8,4,1,2791,0,0,12,3,1,3.0,3,2,2.0,2.0,2.0,0
28,2,1451,1,2,1,1,1,1,2,1,6,2,1,3201,0,0,17,3,1,6.0,1,5,3.0,0.0,4.0,0
35,1,1182,2,11,2,2,4,1,3,2,7,4,0,4968,1,0,11,3,4,5.0,3,5,2.0,0.0,2.0,0
49,2,174,2,8,4,5,4,1,2,4,7,2,1,13120,6,0,17,3,2,22.0,3,9,8.0,2.0,3.0,0
34,1,1003,1,2,2,1,4,1,3,2,4,3,2,4033,2,0,11,3,4,5.0,2,3,2.0,0.0,2.0,0
29,1,490,1,10,3,1,4,0,3,1,6,2,0,3291,0,0,14,3,4,8.0,2,7,5.0,1.0,1.0,0
42,2,188,1,29,3,3,2,1,1,2,2,4,2,4272,4,0,19,3,1,16.0,3,1,0.0,0.0,0.0,0
29,2,718,1,8,1,3,2,1,2,2,4,4,1,5056,1,1,15,3,3,10.0,2,10,7.0,1.0,2.0,0
38,2,433,0,1,3,0,3,1,4,1,1,3,1,2844,1,0,13,3,4,7.0,4,7,6.0,5.0,0.0,0
28,1,773,1,6,3,1,3,1,2,1,6,3,0,2703,1,1,14,3,4,3.0,3,3,1.0,0.0,2.0,0
18,0,247,1,8,1,3,3,1,3,1,2,3,2,1904,1,0,12,3,4,0.0,3,0,0.0,0.0,0.0,1
33,2,603,2,9,4,2,1,0,3,2,7,1,2,8224,0,1,17,3,1,6.0,3,5,2.0,0.0,3.0,1
41,2,167,1,12,4,1,2,1,3,1,2,4,1,4766,3,1,11,3,1,6.0,3,1,0.0,0.0,0.0,0
31,1,874,1,15,3,3,3,1,3,1,2,3,1,2610,1,0,12,3,3,2.0,2,2,2.0,2.0,2.0,1
37,2,367,1,25,2,3,3,0,2,2,0,4,0,5731,7,0,13,3,3,9.0,3,6,2.0,1.0,3.0,0
27,2,199,1,6,3,1,4,1,2,1,6,3,1,2539,1,0,13,3,3,4.0,3,4,2.0,2.0,2.0,0
34,2,1400,2,9,1,1,2,0,3,2,7,3,1,5714,1,0,20,4,1,6.0,2,6,5.0,1.0,3.0,0
35,2,528,0,8,4,5,3,1,3,1,1,3,2,4323,1,0,17,3,2,6.0,1,5,4.0,1.0,4.0,0
29,2,408,2,23,1,1,4,0,2,3,7,1,1,7336,1,0,13,3,1,11.0,1,11,8.0,3.0,10.0,1
40,1,593,1,9,4,3,2,0,3,3,5,3,2,13499,9,0,17,3,3,20.0,2,18,7.0,2.0,13.0,0
42,1,481,2,12,3,1,3,1,3,4,7,1,2,13758,0,1,12,3,2,22.0,2,18,9.0,7.5,14.0,1
42,2,647,2,4,4,2,2,1,3,2,7,1,2,5155,7,0,13,3,4,9.0,4,6,4.0,1.0,5.0,0
35,2,982,1,1,4,3,4,1,2,1,2,3,1,2258,6,0,12,3,2,10.0,3,8,0.0,1.0,7.0,0
24,2,477,1,24,3,3,4,1,3,1,2,2,2,3597,8,0,22,4,4,6.0,3,4,3.0,1.0,2.0,0
28,2,1485,1,12,1,1,3,0,3,1,2,4,1,2515,1,1,11,3,4,1.0,2,1,1.0,0.0,0.0,1
26,2,1384,1,3,4,3,1,1,4,1,2,4,1,4420,1,0,22,4,2,8.0,3,8,7.0,0.0,7.0,0
30,2,852,2,10,3,2,3,1,2,2,7,3,1,6578,1,0,18,3,1,10.0,3,10,3.0,1.0,4.0,0
40,1,902,1,26,2,3,3,0,2,2,6,4,1,4422,3,1,13,3,4,16.0,1,1,1.0,0.0,0.0,0
35,2,819,1,2,3,1,3,1,2,3,4,2,0,10274,2,0,18,3,2,15.0,4,7,7.0,6.0,4.0,0
34,1,669,1,1,3,3,4,1,2,2,0,1,2,5343,0,0,20,4,3,14.0,3,13,9.0,4.0,9.0,0
35,1,636,1,4,4,4,4,1,2,1,2,4,1,2376,1,0,13,3,2,2.0,4,2,2.0,2.0,2.0,0
43,2,1372,2,9,3,2,1,0,1,2,7,3,2,5346,8,0,13,3,2,7.0,2,4,3.0,1.0,3.0,1
32,0,862,2,2,1,1,3,0,3,1,8,1,0,2827,1,0,12,3,3,1.0,3,1,0.0,0.0,0.0,0
56,2,718,1,4,4,5,4,0,3,5,3,1,0,16581,4,0,13,3,4,28.0,3,5,2.0,4.0,2.0,0
29,2,1401,1,6,1,3,2,0,3,1,2,4,1,3131,1,0,13,3,1,10.0,3,10,8.0,0.0,8.0,0
19,2,645,1,9,2,1,3,1,3,1,6,1,2,2552,1,0,25,4,3,1.0,3,1,1.0,0.0,0.0,0
45,2,1457,1,7,3,3,1,0,3,1,6,3,1,4477,4,1,19,3,3,7.0,2,3,2.0,0.0,2.0,0
37,2,977,1,1,3,1,4,0,2,2,4,4,1,6474,1,0,13,3,2,14.0,2,14,8.0,3.0,11.0,0
20,2,805,1,3,3,1,1,1,2,1,2,3,2,3033,1,0,12,3,1,2.0,2,2,2.0,1.0,2.0,0
44,2,1097,1,10,4,1,3,1,3,1,6,3,2,2936,1,1,11,3,3,6.0,3,6,4.0,0.0,2.0,1
53,2,1223,1,7,2,3,4,0,3,5,3,3,0,16581,3,0,18,3,2,26.0,3,7,7.0,4.0,7.0,0
29,2,942,1,15,1,1,2,0,1,1,6,4,1,2168,0,1,18,3,1,6.0,2,5,4.0,1.0,3.0,0
22,1,1256,1,3,4,1,3,1,2,1,6,4,1,2853,0,1,11,3,2,1.0,3,0,0.0,0.0,0.0,1
46,2,1402,2,2,3,2,3,0,3,4,3,1,1,16581,8,0,23,4,1,28.0,3,18,14.5,7.5,9.0,0
44,0,111,1,17,3,1,4,1,1,1,6,3,2,2290,2,0,13,3,4,6.0,3,0,0.0,0.0,0.0,0
33,2,147,0,2,3,0,2,1,3,1,1,3,1,3600,1,0,13,3,4,5.0,3,5,4.0,1.0,4.0,0
41,0,906,1,5,2,1,1,1,2,1,6,1,0,2107,6,0,17,3,1,5.0,1,1,0.0,0.0,0.0,1
